RecordNumber	Tags	Indicators	Content	
			
296	LDR		02234nam a2200409Mi 4500
296	001		860872
296	003		NjP
296	006		m\\\\\\\\d\\\\\\\\
296	007		cr\cn\|||m|||a
296	008		200626s1912\\\\sy\\\\\\o\\\\\000\0\ara\d
296	040	\\	$aZYU$bara$erda$cZYU
296	100	1\	$6880-01$aArmānī, Buṭrus Varāʼīlā.
296	240	10	$6880-02$aShumūs al-ḥaqāʼiq fī ithbāt al-rūḥ wa-al-khāliq
296	245	10	$6880-03$aKitāb shumūs al-ḥaqāʼiq fī ithbāt al-rūḥ wa-al-khāliq /$ctaʼlīf Buṭrus Varāʼīlā Armānī ; taʻr̄īb Fūtiyūs Khūrī.
296	246	3\	$6880-04$aShumūs al-ḥaqāʼiq fī ithbāt al-rūḥ wa-al-khāliq
296	260	\\	$6880-05$aṬarābulus Shām :$bal-Maṭbaʻah al-Waṭanīyah,$c1912.
296	300	\\	$aonline resource (126 pages)
296	336	\\	$atext$2rdacontent
296	337	\\	$acomputer$2rdamedia
296	338	\\	$aonline resource$2rdacarrier
296	500	\\	$aPart of the Arabic Collections Online (ACO) project, contributed by Princeton University Libraries.
296	533	\\	$aElectronic reproduction.$bNew York, N.Y. :$cNew York University,$d2020.$5NNU
296	650	\0	$aHoly Spirit.
296	650	\0	$aGod.
296	650	\7	$aGod.$2fast$0(OCoLC)fst00944037
296	650	\7	$aHoly Spirit.$2fast$0(OCoLC)fst00959009
296	710	2\	$aPrinceton University.$bLibrary.
296	730	0\	$aArabic Collections Online.
296	776	08	$iPrint version:$aArmānī, Buṭrus Varāʼīlā.$tKitāb shumūs al-ḥaqāʼiq fī ithbāt al-rūḥ wa-al-khāliq$w(NjP)860872$w(OCoLC)29782061
296	856	40	$uhttp://hdl.handle.net/2333.1/r4xgxptb 
296	880	1\	$6100-01$aارماني، بطرس ڤرائيلا.
296	880	10	$6240-02$aشموس الحقائق في اثبات الروح والخالق
296	880	10	$6245-03$aكتاب شموس الحقائق في اثبات الروح والخالق /$cتأليف بطرس ڤرائيلا ارماني ؛ تعريب فوتيوس خوري.
296	880	3\	$6246-04$aشموس الحقائق في اثبات الروح والخالق
296	880	\\	$6260-05$aطرابلس شام :$bالمطبعة الوطنية،$c1912.
296	959	\\	$aNNU$bWEB$cGENI$t0$mElectronic access$s01
296	999	\\	$iNjP_860872$o(OCoLC)ocm29782061$sprinceton_aco003488:$e(ERROR-MISC)$sprinceton_aco003488:
			
297	LDR		01776nam a2200349Mi 4500
297	001		822773
297	003		NjP
297	006		m\\\\\\\\d\\\\\\\\
297	007		cr\cn\|||m|||a
297	008		200626s1947\\\\le\\\\\\ob\\\\000\0\ara\d
297	040	\\	$aZYU$bara$erda$cZYU
297	100	1\	$6880-01$aMarmarjī, A. S.,$d1887-
297	245	10	$6880-02$aHal al-ʻArabīyah manṭiqīyah? :$babḥāth thunāʼīyah alsunīyah /$ctaʼlīf A.S. Marmarjī.
297	260	\\	$6880-03$aJūnīyah, Lubnān :$bMaṭbaʻat al-Mursalīn al-Lubnānīyīn,$c1947.
297	300	\\	$aonline resource (160 pages)
297	336	\\	$atext$2rdacontent
297	337	\\	$acomputer$2rdamedia
297	338	\\	$aonline resource$2rdacarrier
297	500	\\	$aPart of the Arabic Collections Online (ACO) project, contributed by Princeton University Libraries.
297	504	\\	$aIncludes bibliographical references.
297	533	\\	$aElectronic reproduction.$bNew York, N.Y. :$cNew York University,$d2020.$5NNU
297	650	\0	$aSemitic languages$xGrammar, Comparative.
297	650	\7	$aSemitic languages$xGrammar, Comparative.$2fast$0(OCoLC)fst01112388
297	710	2\	$aPrinceton University.$bLibrary.
297	730	0\	$aArabic Collections Online.
297	776	08	$iPrint version:$aMarmarjī, A. S., 1887-$tHal al-ʻArabīyah manṭiqīyah?$w(NjP)822773$w(OCoLC)28545490
297	856	40	$uhttp://hdl.handle.net/2333.1/w0vt4n1n 
297	880	1\	$6100-01$aمرمرجي، أ. س.
297	880	10	$6245-02$aهل العربية منطقية؟ :$bأبحاث ثنائية ألسنية /$cتأليف أ.س. مرمرجي.
297	880	\\	$6260-03$aجونية، لبنان :$bمطبعة المرسلين اللبنانيين،$c١٩٤٧.
297	959	\\	$aNNU$bWEB$cGENI$t0$mElectronic access$s01
297	999	\\	$iNjP_822773$o(OCoLC)ocm28545490$sprinceton_aco004229:$e(ERROR-MISC)$sprinceton_aco004229:
			
298	LDR		02253nam a2200457Mi 4500
298	001		402889
298	003		NjP
298	006		m\\\\\\\\d\\\\\\\\
298	007		cr\cn\|||m|||a
298	008		200626s1984\\\\ir\\\\\\ob\\\\000\0\ara\d
298	040	\\	$aZYU$bara$erda$cZYU
298	041	1\	$aara$hper
298	100	1\	$6880-01$aMuṭahharī, Murtaz̤á.
298	240	10	$6880-02$aʻAdl-i ilāhī.$lArabic
298	245	14	$6880-03$aal-ʻAdl al-ilāhī /$ctaʼlīf Murtaḍá al-ʻMuṭahharī ; tarjamah ilá al-ʻArabīyah, Muḥammad ʻAbd al-Munʻim al-Khāqānī.
298	250	\\	$6880-04$aal-Ṭabʻah 3.
298	260	\\	$6880-05$aQum, Īrān :$bMuʼassasat al-Nashr al-Islāmī al-Tābiʻah li-Jamāʻat al-Mudarrisīn,$c1405 [1984 or 1985]
298	300	\\	$aonline resource (408 pages)
298	336	\\	$atext$2rdacontent
298	337	\\	$acomputer$2rdamedia
298	338	\\	$aonline resource$2rdacarrier
298	500	\\	$aTranslation of: ʻAdl-i ilāhī.
298	500	\\	$a""146.""
298	500	\\	$aPart of the Arabic Collections Online (ACO) project, contributed by Princeton University Libraries.
298	504	\\	$aIncludes bibliographical references.
298	533	\\	$aElectronic reproduction.$bNew York, N.Y. :$cNew York University,$d2020.$5NNU
298	650	\0	$aGod (Islam)
298	650	\0	$aShīʻah$xDoctrines.
298	650	\7	$aGod (Islam)$2fast$0(OCoLC)fst00944142
298	650	\7	$aShīʻah$xDoctrines.$2fast$0(OCoLC)fst01117948
298	710	2\	$aPrinceton University.$bLibrary.
298	730	0\	$aArabic Collections Online.
298	776	08	$iPrint version:$aMuṭahharī, Murtaz̤á.$tal-ʻAdl al-ilāhī$w(NjP)402889$w(OCoLC)37614583
298	856	40	$uhttp://hdl.handle.net/2333.1/ht76hqh8 
298	880	1\	$6100-01$aمطهرى، مرتضى.
298	880	10	$6240-02$aعدل الالهي.$lارب
298	880	12	$6245-03$aالعدل الالهي /$cتأليف مرتضى العمطهري ؛ ترجمة الى العربية، محمد عبد المنعم الخاقاني.
298	880	\\	$6250-04$aالطبعة 3.
298	880	\\	$6260-05$aقم، ايران :$bمؤسسة النشر الاسلامي التابعة لجماعة المدرسين،$c1405 [1984 or 1985]
298	959	\\	$aNNU$bWEB$cGENI$t0$mElectronic access$s01
298	999	\\	$iNjP_402889$o(OCoLC)ocm37614583$sprinceton_aco003922:$e(ERROR-MISC)$sprinceton_aco003922:
			
299	LDR		01900nam a2200397Mi 4500
299	001		3209140
299	003		NjP
299	006		m\\\\\\\\d\\\\\\\\
299	007		cr\cn\|||m|||a
299	008		200626s1928\\\\ua\\\\\\o\\\\\000\0\arard
299	040	\\	$aZYU$bara$erda$cZYU
299	130	0\	$6880-01$aFiqh ʻalá al-madhāhib al-arbaʻah.
299	245	10	$6880-02$aKitāb al-fiqh ʻalá al-madhāhib al-arbaʻah :$bqism al-ʻibādāt.
299	250	\\	$6880-03$aal-Ṭabʻah 1.
299	260	\\	$6880-04$aal-Qāhirah :$bDār al-Kutub al-Miṣrīyah,$c1928.
299	300	\\	$aonline resource (16, 702 pages)
299	336	\\	$atext$2rdacontent
299	337	\\	$acomputer$2rdamedia
299	338	\\	$aonline resource$2rdacarrier
299	500	\\	$aAt head of t.p.: Wizarat al-Awqaf, Qism al-Masājid.
299	500	\\	$aPart of the Arabic Collections Online (ACO) project, contributed by Princeton University Libraries.
299	533	\\	$aElectronic reproduction.$bNew York, N.Y. :$cNew York University,$d2020.$5NNU
299	650	\0	$aIslamic law.
299	650	\7	$aIslamic law.$2fast$0(OCoLC)fst00979949
299	710	1\	$6880-05$aEgypt.$bWizārat al-Awqāf.$bQism al-Masājid.
299	710	2\	$aPrinceton University.$bLibrary.
299	730	0\	$aArabic Collections Online.
299	776	08	$iPrint version:$tKitāb al-fiqh ʻalá al-madhāhib al-arbaʻah$w(NjP)3209140$w(OCoLC)49364550
299	856	40	$uhttp://hdl.handle.net/2333.1/hhmgqz9x 
299	880	0\	$6130-01$aفقه على المذاهب الأربعة.
299	880	10	$6245-02$aكتاب الفقه على المذاهب الأربعة :$bقسم العبادات.
299	880	\\	$6250-03$aالطبعة ١.
299	880	\\	$6260-04$aالقاهرة :$bدار الكتب المصرية،$c١٩٢٨.
299	880	1\	$6710-05$aمصر.$bوزارة الأوقاف.$bقسم المساجد.
299	959	\\	$aNNU$bWEB$cGENI$t0$mElectronic access$s01
299	999	\\	$iNjP_3209140$o(OCoLC)ocm49364550$sprinceton_aco003816:$e(ERROR-MISC)$sprinceton_aco003816:
			
300	LDR		01742nam a2200361Mi 4500
300	001		1684940
300	003		NjP
300	006		m\\\\\\\\d\\\\\\\\
300	007		cr\cn\|||m|||a
300	008		200626s196u\\\\ir\\\\\\o\\\\\000\0\ara\d
300	040	\\	$aZYU$bara$erda$cZYU
300	100	1\	$6880-01$aMustanbiṭ Gharawī, Murtaḍā ibn Raḍī al-Dīn.
300	245	10	$6880-02$aAthar al-wamīḍ fī nafy al-jabr wa-al-tafwīḍ.
300	260	\\	$6880-03$aTabrīz :$bChāp-i Santrāl,$c[196-?]
300	300	\\	$aonline resource (83 pages)
300	336	\\	$atext$2rdacontent
300	337	\\	$acomputer$2rdamedia
300	338	\\	$aonline resource$2rdacarrier
300	500	\\	$aPart of the Arabic Collections Online (ACO) project, contributed by Princeton University Libraries.
300	533	\\	$aElectronic reproduction.$bNew York, N.Y. :$cNew York University,$d2020.$5NNU
300	546	\\	$aIn Arabic.
300	500	\\	$aCover title.
300	650	\0	$aFree will and determinism$xReligious aspects$xIslam.
300	650	\7	$aFree will and determinism$xReligious aspects$xIslam.$2fast$0(OCoLC)fst00933979
300	710	2\	$aPrinceton University.$bLibrary.
300	730	0\	$aArabic Collections Online.
300	776	08	$iPrint version:$aMustanbiṭ Gharawī, Murtaḍā ibn Raḍī al-Dīn.$tAthar al-wamīḍ fī nafy al-jabr wa-al-tafwīḍ$w(NjP)1684940$w(OCoLC)42945662
300	856	40	$uhttp://hdl.handle.net/2333.1/jm63z37z 
300	880	1\	$6100-01$aمستنبط غروي، مرتضى بن رضي الدين.
300	880	10	$6245-02$aاثر الوميض في نفي الجبر والتفويض.
300	880	\\	$6260-03$aتبريز :$bچاپ سنترال،$c[196؟]  
300	959	\\	$aNNU$bWEB$cGENI$t0$mElectronic access$s01
300	999	\\	$iNjP_1684940$o(OCoLC)ocm42945662$sprinceton_aco003847:$e(ERROR-MISC)$sprinceton_aco003847:
			
301	LDR		02118nam a2200361Mi 4500
301	001		2767675
301	003		NjP
301	006		m\\\\\\\\d\\\\\\\\
301	007		cr\cn\|||m|||a
301	008		200626s1963\\\\sy\\\\\\o\\\\\000\0\araod
301	040	\\	$aZYU$bara$erda$cZYU
301	100	1\	$6880-01$aZahrāwī, ʻAbd al-Ḥamīd,$d1855-1916.
301	245	13	$6880-02$aal-Irth al-fikrī lil-muṣliḥ al-ijtimāʻī ʻAbd al-Ḥamīd al-Zahrāwī ; jamaʻahu wa-ḥaqqaqahu Jawdat al-Rikābī, Jamīl Sulṭān.
301	260	\\	$6880-03$aDimashq :$bal-Majlis al-ʻAlá li-Riʻāyat al-Funūn wa-al-Ādāb wa-al-ʻUlūm al-Ijtimāʻīyah,$c1963.
301	300	\\	$aonline resource (515 pages)
301	336	\\	$atext$2rdacontent
301	337	\\	$acomputer$2rdamedia
301	338	\\	$aonline resource$2rdacarrier
301	500	\\	$aPart of the Arabic Collections Online (ACO) project, contributed by Princeton University Libraries.
301	533	\\	$aElectronic reproduction.$bNew York, N.Y. :$cNew York University,$d2020.$5NNU
301	700	1\	$6880-04$aRikābī, Jawdat.
301	700	1\	$6880-05$aSulṭān, Jamīl.
301	710	2\	$aPrinceton University.$bLibrary.
301	730	0\	$aArabic Collections Online.
301	776	08	$iPrint version:$aZahrāwī, ʻAbd al-Ḥamīd, 1855-1916.$tal-Irth al-fikrī lil-muṣliḥ al-ijtimāʻī ʻAbd al-Ḥamīd al-Zahrāwī ; jamaʻahu wa-ḥaqqaqahu Jawdat al-Rikābī, Jamīl Sulṭān$w(NjP)2767675$w(OCoLC)29286420
301	856	40	$uhttp://hdl.handle.net/2333.1/mw6m98x7 
301	880	1\	$6100-01$aزهراوي، عبد الحميد،$d1855-1916.
301	880	12	$6245-02$aالارث الفكري للمصلح الاجتماعي عبد الحميد الزهراوي ؛ جمعه وحققه جودة الركابي، جميل سلطان.
301	880	\\	$6260-03$aدمشق :$bالمجلس الاعلى لرعاية الفنون والآداب والعلوم الاجتماعية،$c1963.
301	880	1\	$6700-04$aركابي، جودة.
301	880	1\	$6700-05$aسلطان، جميل.
301	959	\\	$aNNU$bWEB$cGENI$t0$mElectronic access$s01
301	999	\\	$iNjP_2767675$o(OCoLC)ocm29286420$sprinceton_aco002584$e(ERROR-MISC)$sprinceton_aco002584
			
302	LDR		02344nam a2200457Mi 4500
302	001		4227283
302	003		NjP
302	006		m\\\\\\\\d\\\\\\\\
302	007		cr\cn\|||m|||a
302	008		200626s1922\\\\ua\\\\\\ob\\\\000\0\ara\d
302	040	\\	$aZYU$bara$erda$cZYU
302	043	\\	$af-ua---
302	100	1\	$6880-01$aMursī, Muḥammad Kāmil.
302	245	10	$6880-02$aSharḥ ʻāriyat al-istiʻmāl wa-ʻāriyat al-istihlāk wa-al-īrādāt al-murattabah :$baḥkām al-fawāʼid ʻalá al-ʻumūm /$ctaʼlīf Muḥammad Kāmil Mursī Bik, Sayyid Muṣṭafá.
302	250	\\	$6880-03$aal-Ṭabʻah 1.
302	260	\\	$6880-04$aMiṣr :$bMaṭbaʻat al-Raghāʼib,$c1922.
302	300	\\	$aonline resource (482 pages)
302	336	\\	$atext$2rdacontent
302	337	\\	$acomputer$2rdamedia
302	338	\\	$aonline resource$2rdacarrier
302	500	\\	$aPart of the Arabic Collections Online (ACO) project, contributed by Princeton University Libraries.
302	504	\\	$aIncludes bibliographical references (pages 3-4).
302	533	\\	$aElectronic reproduction.$bNew York, N.Y. :$cNew York University,$d2020.$5NNU
302	650	\0	$aLoans$xLaw and legislation$zEgypt.
302	650	\0	$aLoans (Islamic law)
302	650	\7	$aLoans (Islamic law)$2fast$0(OCoLC)fst01001066
302	650	\7	$aLoans$xLaw and legislation.$2fast$0(OCoLC)fst01001057
302	651	\7	$aEgypt.$2fast$0(OCoLC)fst01208755
302	700	1\	$6880-05$aMuṣṭafá, Sayyid.
302	710	2\	$aPrinceton University.$bLibrary.
302	730	0\	$aArabic Collections Online.
302	752	\\	$aEgypt.
302	776	08	$iPrint version:$aMursī, Muḥammad Kāmil.$tSharḥ ʻāriyat al-istiʻmāl wa-ʻāriyat al-istihlāk wa-al-īrādāt al-murattabah$w(NjP)4227283$w(OCoLC)70682159
302	856	40	$uhttp://hdl.handle.net/2333.1/msbccc6c 
302	880	1\	$6100-01$aمرسي، محمد كامل.
302	880	10	$6245-02$aشرح عارية الاستعمال وعارية الاستهلاك والايرادات المرتبة :$bاحكام الفوائد على العموم /$cتأليف محمد كامل مرسي بك، سيد مصطفى.
302	880	\\	$6250-03$aالطبعة 1.
302	880	\\	$6260-04$aمصر :$bمطبعة الرغائب،$c1922.
302	880	1\	$6700-05$aمصطفى، سيد. 
302	959	\\	$aNNU$bWEB$cGENI$t0$mElectronic access$s01
302	999	\\	$iNjP_4227283$o(OCoLC)ocm70682159$sprinceton_aco002472$e(ERROR-MISC)$sprinceton_aco002472
			
303	LDR		02611nam a2200469Mi 4500
303	001		399059
303	003		NjP
303	006		m\\\\\\\\d\\\\\\\\
303	007		cr\cn\|||m|||a
303	008		200626q19801987ir\\\\\\o\\\\\000\0dara\d
303	040	\\	$aZYU$bara$erda$cZYU
303	100	1\	$6880-01$aIbn Shahrāshūb, Muḥammad ibn ʻAlī,$d-1192.
303	245	13	$6880-02$aal-Manāqib /$cli-muʼallifihi Abī Jaʻfar Rashīd al-Dīn Muḥammad ibn ʻAlī ibn Shahrāshūb al-Sarwī al-Māzandarānī.
303	246	3\	$6880-03$aManāqib Āl Abī Ṭālib
303	260	\\	$6880-04$aQum :$bMuʼassasat Intishārat ʻAllāmah,$c[198-?]
303	300	\\	$aonline resource (4 volumes)
303	336	\\	$atext$2rdacontent
303	337	\\	$acomputer$2rdamedia
303	338	\\	$aonline resource$2rdacarrier
303	500	\\	$aTitle page partially vocalized.
303	500	\\	$aTitle on v. 2-4: Manāqib Āl Abī Ṭālib.
303	500	\\	$aVol. 4 edited by: Hāshim al-Rasūlī al-Maḥallātī.
303	500	\\	$aPart of the Arabic Collections Online (ACO) project, contributed by Princeton University Libraries.
303	533	\\	$aElectronic reproduction.$bNew York, N.Y. :$cNew York University,$d2020.$5NNU
303	600	00	$aʻAlī ibn Abī Ṭālib,$cCaliph,$dapproximately 600-661.
303	650	\0	$aShīʻah$xDoctrines.
303	650	\0	$aImams (Shiites)
303	600	07	$aʻAlī ibn Abī Ṭālib,$cCaliph,$dapproximately 600-661$2fast$0(OCoLC)fst01804105
303	650	\7	$aImams (Shiites)$2fast$0(OCoLC)fst00967650
303	650	\7	$aShīʻah$xDoctrines.$2fast$0(OCoLC)fst01117948
303	700	1\	$6880-05$aRasūlī Maḥallātī, Hāshim.
303	710	2\	$aPrinceton University.$bLibrary.
303	730	0\	$aArabic Collections Online.
303	776	08	$iPrint version:$aIbn Shahrāshūb, Muḥammad ibn ʻAlī, -1192.$tal-Manāqib$w(NjP)399059$w(OCoLC)25579084
303	856	40	$uhttp://hdl.handle.net/2333.1/83bk3tz3 
303	880	1\	$6100-01$aابن شهرأشوب، محمد بن علي,$d-1192
303	880	12	$6245-02$aالمناقب /$cلمؤلفه ابي جعفر رشيد الدين محمد بن علي بن شهراشوب السروي المازندراني. 
303	880	3\	$6246-03$aمناقب آل ابي طالب
303	880	\\	$6260-04$aقم :$bمؤسسة انتشارت علامة،$c[198؟]
303	880	1\	$6700-05$aرسولي محلاتي، هاشم.
303	959	\\	$aNNU$bWEB$cGENI$t0$mElectronic access$s01
303	999	\\	$iNjP_399059$o(OCoLC)ocm25579084$sprinceton_aco003142:juz1$sprinceton_aco003144:juz2$sprinceton_aco003182:juz3$sprinceton_aco003184:juz4$e(ERROR-MISC)$sprinceton_aco003142:juz1$sprinceton_aco003144:juz2$sprinceton_aco003182:juz3$sprinceton_aco003184:juz4
			
304	LDR		01529nam a2200337Mi 4500
304	001		1657086
304	003		NjP
304	006		m\\\\\\\\d\\\\\\\\
304	007		cr\cn\|||m|||a
304	008		200626s1956\\\\iq\\\\\\o\\\\\000\0\ara\d
304	040	\\	$aZYU$bara$erda$cZYU
304	100	1\	$6880-01$aSharaf al-Dīn, ʻAbd al-Ḥusayn.
304	245	13	$6880-02$aal-Fuṣūl al-muhimmah fī taʼlīf al-ummah.
304	260	\\	$6880-03$aal-Najaf :$bMaṭbaʻat al-Najaf,$c1375 [1956]
304	300	\\	$aonline resource (254 pages)
304	336	\\	$atext$2rdacontent
304	337	\\	$acomputer$2rdamedia
304	338	\\	$aonline resource$2rdacarrier
304	500	\\	$aPart of the Arabic Collections Online (ACO) project, contributed by Princeton University Libraries.
304	533	\\	$aElectronic reproduction.$bNew York, N.Y. :$cNew York University,$d2020.$5NNU
304	546	\\	$aIn Arabic.
304	650	\0	$aShīʻah$xRelations$xSunnites.
304	710	2\	$aPrinceton University.$bLibrary.
304	730	0\	$aArabic Collections Online.
304	776	08	$iPrint version:$aSharaf al-Dīn, ʻAbd al-Ḥusayn.$tal-Fuṣūl al-muhimmah fī taʼlīf al-ummah$w(NjP)1657086$w(OCoLC)42944759
304	856	40	$uhttp://hdl.handle.net/2333.1/bvq83n8q 
304	880	1\	$6100-01$aشرف الدين، عبد الحسين.
304	880	12	$6245-02$aالفصول المهمة في تأليف الأمة.
304	880	\\	$6260-03$aالنجف :$bمطبعة النجف،$c1375 [1956]
304	959	\\	$aNNU$bWEB$cGENI$t0$mElectronic access$s01
304	999	\\	$iNjP_1657086$o(OCoLC)ocm42944759$sprinceton_aco003523:$e(ERROR-MISC)$sprinceton_aco003523:
			
305	LDR		02318nam a2200397Mi 4500
305	001		857577
305	003		NjP
305	006		m\\\\\\\\d\\\\\\\\
305	007		cr\cn\|||m|||a
305	008		200626s1884\\\\le\\\\\\o\\\\\000\0\ara\d
305	040	\\	$aZYU$bara$erda$cZYU
305	100	1\	$6880-01$aNābulsī, Muḥammad Zuʻaytar.
305	240	10	$6880-02$aKashf al-Burdah ʻan maʻānī al-Burʼah
305	245	10	$6880-03$aKitāb kashf al-Burdah ʻan maʻānī al-Burʼah /$ctaʼlīf Muḥammad Zuʻaytar al-Nābulsī.
305	246	3\	$6880-04$aKashf al-Burdah ʻan maʻānī al-Burʼah
305	260	\\	$6880-05$aBayrūt :$bal-Maṭbaʻah al-Adabīyah,$c1302 [1884 or 1885]
305	300	\\	$aonline resource (87 pages)
305	336	\\	$atext$2rdacontent
305	337	\\	$acomputer$2rdamedia
305	338	\\	$aonline resource$2rdacarrier
305	500	\\	$aPart of the Arabic Collections Online (ACO) project, contributed by Princeton University Libraries.
305	533	\\	$aElectronic reproduction.$bNew York, N.Y. :$cNew York University,$d2020.$5NNU
305	600	10	$aBūṣīrī, Sharaf al-Dīn Muḥammad ibn Saʻīd,$d1213?-1296?$tBurdah.
305	630	07	$aBurdah (Būṣīrī, Sharaf al-Dīn Muḥammad ibn Saʻīd)$2fast$0(OCoLC)fst01362420
305	710	2\	$aPrinceton University.$bLibrary.
305	730	0\	$aArabic Collections Online.
305	776	08	$iOnline version:$aNābulsī, Muḥammad Zuʻaytar.$sKashf al-Burdah ʻan maʻānī al-Burʼah.$tKitāb kashf al-Burdah ʻan maʻānī al-Burʼah.$dBayrūt : al-Maṭbaʻah al-Adabīyah, 1302 [1884 or 1885]$w(OCoLC)657175003
305	776	08	$iPrint version:$aNābulsī, Muḥammad Zuʻaytar.$tKitāb kashf al-Burdah ʻan maʻānī al-Burʼah$w(NjP)857577$w(OCoLC)29706192
305	856	40	$uhttp://hdl.handle.net/2333.1/wstqk0vt 
305	880	1\	$6100-01$aنابلسي، محمد زعيتر.
305	880	10	$6240-02$aكشف البردة عن معاني البرأة
305	880	10	$6245-03$aكتاب كشف البردة عن معاني البرأة /$cتأليف محمد زعيتر النابلسي.
305	880	3\	$6246-04$aكشف البردة عن معاني البرأة
305	880	\\	$6260-05$aبيروت :$bالمطبعة الادبية،$c1302 [1884 or 1885]
305	959	\\	$aNNU$bWEB$cGENI$t0$mElectronic access$s01
305	999	\\	$iNjP_857577$o(OCoLC)ocm29706192$sprinceton_aco004268:$e(ERROR-MISC)$sprinceton_aco004268:
			
306	LDR		02382nam a2200457Mi 4500
306	001		1910865
306	003		NjP
306	006		m\\\\\\\\d\\\\\\\\
306	007		cr\cn\|||m|||a
306	008		200626s1886\\\\tu\\\\\\o\\\\\000\0\ara\d
306	040	\\	$aZYU$bara$erda$cZYU
306	100	1\	$6880-01$aTūqādī, ʻUmar ibn Ṣāliḥ,$d-1848 or 1849.
306	240	10	$6880-02$aDurr al-nājī ʻalá matn Īsāghūjī
306	245	10	$6880-03$aKitab-ı Dürr-i nâci.
306	246	3\	$6880-04$aKitāb Durr al-nājī
306	246	3\	$aDürr ül-nâci
306	260	\\	$6880-05$aİstanbul :$bMatbaa-yı Osmaniye,$c1304 [1886]
306	300	\\	$aonline resource (183 pages)
306	336	\\	$atext$2rdacontent
306	337	\\	$acomputer$2rdamedia
306	338	\\	$aonline resource$2rdacarrier
306	500	\\	$aPart of the Arabic Collections Online (ACO) project, contributed by Princeton University Libraries.
306	533	\\	$aElectronic reproduction.$bNew York, N.Y. :$cNew York University,$d2020.$5NNU
306	546	\\	$aText in Arabic; t.p. in Turkish in Arabic script.
306	600	10	$aAthīr al-Dīn al-Abharī, al-Mufaḍḍal ibn ʻUmar,$d-1265.$tĪsāghūjī.
306	650	\0	$aLogic$vEarly works to 1800.
306	630	07	$aĪsāghūjī (Athīr al-Dīn al-Abharī, al-Mufaḍḍal ibn ʻUmar)$2fast$0(OCoLC)fst01918514
306	650	\7	$aLogic.$2fast$0(OCoLC)fst01002014
306	655	\7	$aEarly works.$2fast$0(OCoLC)fst01411636
306	710	2\	$aPrinceton University.$bLibrary.
306	730	0\	$aArabic Collections Online.
306	776	08	$iOnline version:$aTūqādī, ʻUmar ibn Ṣāliḥ, -1848 or 9.$sDurr al-nājī ʻalá matn Īsāghūjī.$tKitab-ı Dürr-i nâci.$dİstanbul : Matbaa-yı Osmaniye, 1304 [1886]$w(OCoLC)656854323
306	776	08	$iPrint version:$aTūqādī, ʻUmar ibn Ṣāliḥ, -1848 or 1849.$tKitab-ı Dürr-i nâci$w(NjP)1910865$w(OCoLC)40260105
306	856	40	$uhttp://hdl.handle.net/2333.1/n2z3549z 
306	880	1\	$6100-01$aتوقادي، عمر بن صالح،$d-1848 or 1849.
306	880	10	$6240-02$aدر الناجي على متن ايساغوجي
306	880	10	$6245-03$aکتاب در ناجي.
306	880	3\	$6246-04$aكتاب در الناجي
306	880	\\	$6260-05$aاستانبول :$bمطبعه عثمانيه،$c1304 [1886]
306	959	\\	$aNNU$bWEB$cGENI$t0$mElectronic access$s01
306	999	\\	$iNjP_1910865$o(OCoLC)ocm40260105$sprinceton_aco004224:$e(ERROR-880)(ERROR-MISC)$sprinceton_aco004224:
			
307	LDR		01816nam a2200385Mi 4500
307	001		2786637
307	003		NjP
307	006		m\\\\\\\\d\\\\\\\\
307	007		cr\cn\|||m|||a
307	008		200626s1953\\\\ua\a\\\\o\\\\\000\0\ara\d
307	040	\\	$aZYU$bara$erda$cZYU
307	100	1\	$6880-01$aʻInān, Muḥammad ʻAbd Allāh,$d1896-
307	245	10	$6880-02$aIbn Khaldūn :$bḥayātuhu wa-turāthuhu al-fikrī /$cTal̄īf Muḥammad ʻAbd Allāh ʻInān.
307	250	\\	$6880-03$aal-Tabʻah 2.
307	260	\\	$6880-04$aal-Qāhirah :$bMatbaʻat Misr,$c[1953]
307	300	\\	$aonline resource (223 pages) :$billustrations
307	336	\\	$atext$2rdacontent
307	337	\\	$acomputer$2rdamedia
307	338	\\	$aonline resource$2rdacarrier
307	500	\\	$aPart of the Arabic Collections Online (ACO) project, contributed by Princeton University Libraries.
307	533	\\	$aElectronic reproduction.$bNew York, N.Y. :$cNew York University,$d2020.$5NNU
307	546	\\	$aIn Arabic.
307	600	00	$6880-05$aIbn Khaldūn,$d1332-1406.
307	600	07	$aIbn Khaldūn,$d1332-1406$2fast$0(OCoLC)fst00017753
307	710	2\	$aPrinceton University.$bLibrary.
307	730	0\	$aArabic Collections Online.
307	776	08	$iPrint version:$aʻInān, Muḥammad ʻAbd Allāh, 1896-$tIbn Khaldūn$w(NjP)2786637$w(OCoLC)42828717
307	856	40	$uhttp://hdl.handle.net/2333.1/tdz08whx 
307	880	1\	$6100-01$aعنان، محمد عبد الله،$d1896-
307	880	10	$6245-02$aابن خلدون ؛$bحياته و تراثه الفكري /$cتأليف محمد عبد الله عنان.
307	880	\\	$6250-03$aالطبعة ٢.
307	880	\\	$6260-04$aالقاهرة :$bمطبعة مصر،$c[1953]
307	880	04	$6600-05$aابن خلدون.
307	959	\\	$aNNU$bWEB$cGENI$t0$mElectronic access$s01
307	999	\\	$iNjP_2786637$o(OCoLC)ocm42828717$sprinceton_aco002434$e(ERROR-MISC)$sprinceton_aco002434
			
